0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.013293,-1.080922,-1.340233,38,37,36,0,0.747296,0.223106,0.029597,0.000000
0.013293,-1.128551,-1.326738,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.013293,-1.080922,-1.340233,38,37,36,0,0.747296,0.223106,0.029597,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
0.000000,-1.080310,-1.333795,37,38,36,0,0.536569,0.458495,0.004935,0.000000
-0.013293,-1.022528,-1.347561,36,37,38,0,0.749485,0.226007,0.024508,0.000000
-0.039880,-1.078984,-1.340407,38,37,36,0,0.457766,0.455727,0.086507,0.000000
-0.013293,-1.080922,-1.340233,38,37,36,0,0.754959,0.219176,0.025865,0.000000
-0.013293,-1.128551,-1.326738,38,37,0,0,0.991314,0.008686,0.000000,0.000000
0.000000,-1.080310,-1.333795,37,38,36,0,0.536569,0.458495,0.004935,0.000000
-0.013293,-1.080922,-1.340233,38,37,36,0,0.754959,0.219176,0.025865,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
-0.013293,-0.971472,-1.351115,36,37,0,0,0.983445,0.016555,0.000000,0.000000
-0.013293,-1.022528,-1.347561,36,37,38,0,0.749485,0.226007,0.024508,0.000000
-0.013293,-1.080922,-1.340233,38,37,36,0,0.754959,0.219176,0.025865,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
-0.013293,-1.022528,-1.347561,36,37,38,0,0.749485,0.226007,0.024508,0.000000
-0.029572,-1.120136,-1.327538,38,37,0,0,0.923453,0.076547,0.000000,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
-0.029376,-1.118960,-1.323656,38,37,0,0,0.918956,0.081044,0.000000,0.000000
0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
0.029376,-1.118960,-1.323656,38,37,0,0,0.910818,0.089182,0.000000,0.000000
0.039880,-0.971472,-1.351115,36,37,0,0,0.987647,0.012353,0.000000,0.000000
0.039878,-1.022133,-1.343518,36,37,38,0,0.793833,0.116791,0.089376,0.000000
0.039880,-0.971190,-1.347064,36,37,0,0,0.989925,0.010075,0.000000,0.000000
-0.029572,-1.120136,-1.327538,38,37,0,0,0.923453,0.076547,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
-0.013293,-1.128551,-1.326738,38,37,0,0,0.991314,0.008686,0.000000,0.000000
0.000000,-1.128362,-1.324753,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
0.013293,-1.128551,-1.326738,38,0,0,0,1.000000,0.000000,0.000000,0.000000
-0.039880,-0.971472,-1.351115,36,37,0,0,0.988459,0.011541,0.000000,0.000000
-0.039877,-1.022133,-1.343518,36,37,38,0,0.789280,0.133325,0.077395,0.000000
-0.039880,-1.022528,-1.347561,36,37,38,0,0.774633,0.148905,0.076462,0.000000
-0.039880,-1.022528,-1.347561,36,37,38,0,0.774633,0.148905,0.076462,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
-0.039880,-1.078984,-1.340407,38,37,36,0,0.457766,0.455727,0.086507,0.000000
0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.039880,-1.078984,-1.340407,38,37,36,0,0.546789,0.378376,0.074835,0.000000
0.039880,-1.022528,-1.347561,36,37,38,0,0.781854,0.129825,0.088321,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.039878,-1.022133,-1.343518,36,37,38,0,0.793833,0.116791,0.089376,0.000000
0.000000,-1.128362,-1.324753,38,0,0,0,1.000000,0.000000,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
0.000000,-1.127386,-1.320608,38,37,0,0,0.992131,0.007869,0.000000,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.039880,-0.971190,-1.347064,36,37,0,0,0.989925,0.010075,0.000000,0.000000
0.039878,-1.022133,-1.343518,36,37,38,0,0.793833,0.116791,0.089376,0.000000
-0.039880,-0.971190,-1.347064,36,37,0,0,0.991363,0.008637,0.000000,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
-0.039877,-1.022133,-1.343518,36,37,38,0,0.789280,0.133325,0.077395,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
0.029376,-1.118960,-1.323656,38,37,0,0,0.910818,0.089182,0.000000,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000
-0.029376,-1.118960,-1.323656,38,37,0,0,0.918956,0.081044,0.000000,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
0.000000,-1.127386,-1.320608,38,37,0,0,0.992131,0.007869,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000
0.000000,-1.127386,-1.320608,38,37,0,0,0.992131,0.007869,0.000000,0.000000
0.039880,-1.022528,-1.347561,36,37,38,0,0.781854,0.129825,0.088321,0.000000
0.039880,-0.971472,-1.351115,36,37,0,0,0.987647,0.012353,0.000000,0.000000
0.013293,-0.971472,-1.351115,36,37,0,0,0.980112,0.019888,0.000000,0.000000
-0.013293,-1.022528,-1.347561,36,37,38,0,0.749485,0.226007,0.024508,0.000000
-0.013293,-0.971472,-1.351115,36,37,0,0,0.983445,0.016555,0.000000,0.000000
-0.039880,-0.971472,-1.351115,36,37,0,0,0.988459,0.011541,0.000000,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
0.013293,-1.022528,-1.347561,36,37,38,0,0.780667,0.200602,0.018731,0.000000
0.013293,-0.971472,-1.351115,36,37,0,0,0.980112,0.019888,0.000000,0.000000
0.013293,-1.128551,-1.326738,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.013293,-1.080922,-1.340233,38,37,36,0,0.747296,0.223106,0.029597,0.000000
0.000000,-1.080310,-1.333795,37,38,36,0,0.536569,0.458495,0.004935,0.000000
-0.029572,-1.120136,-1.327538,38,37,0,0,0.923453,0.076547,0.000000,0.000000
-0.013293,-1.128551,-1.326738,38,37,0,0,0.991314,0.008686,0.000000,0.000000
-0.013293,-1.080922,-1.340233,38,37,36,0,0.754959,0.219176,0.025865,0.000000
0.039880,-1.078984,-1.340407,38,37,36,0,0.546789,0.378376,0.074835,0.000000
0.039880,-1.022528,-1.347561,36,37,38,0,0.781854,0.129825,0.088321,0.000000
0.013293,-1.022528,-1.347561,36,37,38,0,0.780667,0.200602,0.018731,0.000000
0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.039880,-1.078984,-1.340407,38,37,36,0,0.546789,0.378376,0.074835,0.000000
0.013293,-1.080922,-1.340233,38,37,36,0,0.747296,0.223106,0.029597,0.000000
0.013293,-1.080922,-1.340233,38,37,36,0,0.747296,0.223106,0.029597,0.000000
0.013293,-1.022528,-1.347561,36,37,38,0,0.780667,0.200602,0.018731,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
-0.013293,-1.022528,-1.347561,36,37,38,0,0.749485,0.226007,0.024508,0.000000
-0.039880,-1.022528,-1.347561,36,37,38,0,0.774633,0.148905,0.076462,0.000000
-0.039880,-1.078984,-1.340407,38,37,36,0,0.457766,0.455727,0.086507,0.000000
-0.013293,-1.128551,-1.326738,38,37,0,0,0.991314,0.008686,0.000000,0.000000
0.000000,-1.128362,-1.324753,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.000000,-1.080310,-1.333795,37,38,36,0,0.536569,0.458495,0.004935,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
0.000000,-0.970857,-1.344642,36,37,0,0,0.973014,0.026986,0.000000,0.000000
-0.013293,-0.971472,-1.351115,36,37,0,0,0.983445,0.016555,0.000000,0.000000
-0.013293,-1.080922,-1.340233,38,37,36,0,0.754959,0.219176,0.025865,0.000000
0.000000,-1.080310,-1.333795,37,38,36,0,0.536569,0.458495,0.004935,0.000000
0.000000,-1.021913,-1.341087,37,36,0,0,0.701127,0.298873,0.000000,0.000000
-0.029572,-1.120136,-1.327538,38,37,0,0,0.923453,0.076547,0.000000,0.000000
-0.039880,-1.078984,-1.340407,38,37,36,0,0.457766,0.455727,0.086507,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.013293,-1.128551,-1.326738,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
0.039880,-0.971472,-1.351115,36,37,0,0,0.987647,0.012353,0.000000,0.000000
0.039880,-1.022528,-1.347561,36,37,38,0,0.781854,0.129825,0.088321,0.000000
0.039878,-1.022133,-1.343518,36,37,38,0,0.793833,0.116791,0.089376,0.000000
-0.029572,-1.120136,-1.327538,38,37,0,0,0.923453,0.076547,0.000000,0.000000
-0.029376,-1.118960,-1.323656,38,37,0,0,0.918956,0.081044,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
0.000000,-1.128362,-1.324753,38,0,0,0,1.000000,0.000000,0.000000,0.000000
0.000000,-1.127386,-1.320608,38,37,0,0,0.992131,0.007869,0.000000,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
-0.039880,-0.971472,-1.351115,36,37,0,0,0.988459,0.011541,0.000000,0.000000
-0.039880,-0.971190,-1.347064,36,37,0,0,0.991363,0.008637,0.000000,0.000000
-0.039877,-1.022133,-1.343518,36,37,38,0,0.789280,0.133325,0.077395,0.000000
-0.039880,-1.022528,-1.347561,36,37,38,0,0.774633,0.148905,0.076462,0.000000
-0.039877,-1.022133,-1.343518,36,37,38,0,0.789280,0.133325,0.077395,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
0.029572,-1.120136,-1.327538,38,37,0,0,0.909268,0.090732,0.000000,0.000000
0.029376,-1.118960,-1.323656,38,37,0,0,0.910818,0.089182,0.000000,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.039880,-1.022528,-1.347561,36,37,38,0,0.781854,0.129825,0.088321,0.000000
0.039880,-1.078984,-1.340407,38,37,36,0,0.546789,0.378376,0.074835,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.000000,-1.128362,-1.324753,38,0,0,0,1.000000,0.000000,0.000000,0.000000
-0.013293,-1.128551,-1.326738,38,37,0,0,0.991314,0.008686,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.000000,-0.971190,-1.339423,36,0,0,0,1.000000,0.000000,0.000000,0.000000
0.039880,-0.971190,-1.347064,36,37,0,0,0.989925,0.010075,0.000000,0.000000
-0.039880,-0.971190,-1.347064,36,37,0,0,0.991363,0.008637,0.000000,0.000000
0.000000,-0.971190,-1.339423,36,0,0,0,1.000000,0.000000,0.000000,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.039878,-1.022133,-1.343518,36,37,38,0,0.793833,0.116791,0.089376,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
-0.039877,-1.022133,-1.343518,36,37,38,0,0.789280,0.133325,0.077395,0.000000
0.000000,-1.021425,-1.338410,36,38,37,0,0.728311,0.140500,0.131189,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
0.039791,-1.078179,-1.336411,38,37,36,0,0.531884,0.386714,0.081402,0.000000
0.029376,-1.118960,-1.323656,38,37,0,0,0.910818,0.089182,0.000000,0.000000
-0.029376,-1.118960,-1.323656,38,37,0,0,0.918956,0.081044,0.000000,0.000000
-0.039791,-1.078179,-1.336411,37,38,36,0,0.491685,0.408411,0.099904,0.000000
0.000000,-1.078637,-1.331518,38,37,36,0,0.520795,0.297318,0.181887,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000
0.029376,-1.118960,-1.323656,38,37,0,0,0.910818,0.089182,0.000000,0.000000
0.013958,-1.127511,-1.322793,38,37,0,0,0.977163,0.022837,0.000000,0.000000
-0.013958,-1.127511,-1.322793,38,37,0,0,0.972306,0.027694,0.000000,0.000000
-0.029376,-1.118960,-1.323656,38,37,0,0,0.918956,0.081044,0.000000,0.000000
0.000000,-1.119952,-1.321504,38,37,36,0,0.903586,0.071111,0.025303,0.000000


body
bigdog
0.134979,0.440441,-0.888613,4,9,15,5,0.389991,0.304278,0.214393,0.091338
0.208002,0.436731,-0.764905,4,15,9,10,0.550394,0.345993,0.058155,0.045458
0.162094,0.494804,-0.747260,4,15,11,9,0.496742,0.399303,0.053975,0.049980
0.138007,0.071527,-0.582350,4,23,11,10,0.361341,0.335612,0.246505,0.056542
0.172923,0.175457,-0.668205,4,11,10,23,0.333483,0.287790,0.220958,0.157769
0.167663,0.056050,-0.650951,23,10,24,11,0.545430,0.302448,0.088421,0.063701
0.114844,0.203730,-1.011862,4,9,23,16,0.489753,0.394416,0.073085,0.042747
0.180571,0.322965,-0.936562,4,9,15,5,0.402373,0.359233,0.206771,0.031623
0.115678,0.340753,-0.988689,4,9,5,15,0.425272,0.343667,0.139376,0.091685
0.112177,0.080005,-1.019243,23,4,9,24,0.564419,0.234079,0.156860,0.044642
0.185509,0.188819,-0.969445,4,9,23,15,0.505789,0.368092,0.106159,0.019959
0.114844,0.203730,-1.011862,4,9,23,16,0.489753,0.394416,0.073085,0.042747
0.107034,-0.188691,-1.027765,24,57,23,27,0.914292,0.085017,0.000656,0.000034
0.161698,-0.300774,-0.992228,24,57,25,23,0.620834,0.208744,0.167055,0.003366
0.162604,-0.197864,-0.973422,24,57,27,23,0.903647,0.096344,0.000009,0.000000
0.042668,-0.876573,-1.142067,28,26,27,30,0.462642,0.231834,0.212811,0.092714
0.093522,-0.821401,-1.084495,27,26,28,63,0.561922,0.258252,0.115446,0.064380
0.092108,-0.866835,-1.148460,28,27,26,30,0.544005,0.198328,0.198132,0.059534
0.102978,-0.779078,-1.564161,49,27,50,0,0.889993,0.062365,0.047641,0.000000
0.104288,-0.732491,-1.575991,49,50,27,0,0.843452,0.096361,0.060188,0.000000
0.093318,-0.781355,-1.624727,50,49,27,0,0.868100,0.103394,0.028506,0.000000
0.173791,-0.374618,-0.525448,24,59,25,58,0.593062,0.225190,0.143136,0.038613
0.092149,-0.423769,-0.418103,59,62,58,0,0.536973,0.345793,0.117234,0.000000
0.052451,-0.383752,-0.521237,24,25,59,58,0.474283,0.325882,0.162554,0.037282
0.057176,-0.054524,-1.028485,23,24,9,4,0.698199,0.295359,0.006306,0.000136
0.107034,-0.188691,-1.027765,24,57,23,27,0.914292,0.085017,0.000656,0.000034
0.109855,-0.054683,-1.021058,23,24,9,4,0.692278,0.286817,0.020781,0.000123
0.078568,0.527803,-0.734776,4,15,5,22,0.546736,0.302312,0.078848,0.072103
0.177428,0.500601,-0.602699,4,11,15,10,0.466374,0.207921,0.198312,0.127393
0.083836,0.536970,-0.592829,4,15,11,14,0.478514,0.214421,0.183413,0.123653
0.042668,-0.876573,-1.142067,28,26,27,30,0.462642,0.231834,0.212811,0.092714
0.091650,-0.918488,-1.172198,28,27,30,26,0.659135,0.123717,0.110561,0.106587
0.045002,-0.918488,-1.172198,28,30,27,26,0.589153,0.168750,0.132092,0.110005
0.052451,-0.383752,-0.521237,24,25,59,58,0.474283,0.325882,0.162554,0.037282
0.140534,-0.229329,-0.530378,24,25,4,23,0.380186,0.298224,0.220621,0.100969
0.173791,-0.374618,-0.525448,24,59,25,58,0.593062,0.225190,0.143136,0.038613
0.188345,0.282044,-0.614269,4,11,14,10,0.283870,0.268976,0.258951,0.188203
0.172338,0.305196,-0.432084,11,14,4,12,0.263290,0.263281,0.257082,0.216347
0.204844,0.386115,-0.425694,14,11,4,12,0.263120,0.263116,0.252903,0.220861
0.054449,-0.188666,-1.034330,24,57,64,23,0.919762,0.072681,0.006970,0.000587
0.105568,-0.298513,-1.046944,24,57,25,23,0.582722,0.192027,0.179154,0.046097
0.107034,-0.188691,-1.027765,24,57,23,27,0.914292,0.085017,0.000656,0.000034
0.059425,0.080759,-1.026670,23,4,9,24,0.586821,0.220339,0.144134,0.048706
0.114844,0.203730,-1.011862,4,9,23,16,0.489753,0.394416,0.073085,0.042747
0.061158,0.215402,-1.022071,4,9,16,5,0.488761,0.349980,0.090045,0.071213
0.061158,0.215402,-1.022071,4,9,16,5,0.488761,0.349980,0.090045,0.071213
0.115678,0.340753,-0.988689,4,9,5,15,0.425272,0.343667,0.139376,0.091685
0.039739,0.353647,-1.000697,5,4,9,0,0.474139,0.446405,0.079456,0.000000
0.044607,0.166916,-0.579437,14,11,4,23,0.281509,0.270715,0.269311,0.178465
0.138007,0.071527,-0.582350,4,23,11,10,0.361341,0.335612,0.246505,0.056542
0.056284,0.076034,-0.567236,4,23,11,10,0.369238,0.341399,0.228444,0.060919
0.078568,0.527803,-0.734776,4,15,5,22,0.546736,0.302312,0.078848,0.072103
0.134979,0.440441,-0.888613,4,9,15,5,0.389991,0.304278,0.214393,0.091338
0.162094,0.494804,-0.747260,4,15,11,9,0.496742,0.399303,0.053975,0.049980
0.061152,-0.055226,-0.547887,4,23,10,58,0.511535,0.379296,0.062900,0.046269
0.138007,0.071527,-0.582350,4,23,11,10,0.361341,0.335612,0.246505,0.056542
0.133271,-0.058661,-0.563377,23,4,10,11,0.487158,0.391557,0.099952,0.021333
0.000000,-0.054853,-0.546207,4,23,17,10,0.543678,0.391584,0.032369,0.032369
0.056284,0.076034,-0.567236,4,23,11,10,0.369238,0.341399,0.228444,0.060919
0.061152,-0.055226,-0.547887,4,23,10,58,0.511535,0.379296,0.062900,0.046269
-0.000000,0.488036,-0.889207,4,5,16,9,0.480364,0.459460,0.030088,0.030088
0.078568,0.527803,-0.734776,4,15,5,22,0.546736,0.302312,0.078848,0.072103
0.000000,0.544820,-0.719035,4,22,15,5,0.596840,0.160143,0.160143,0.082873
0.000000,0.076034,-0.567236,4,23,18,11,0.312375,0.309711,0.188957,0.188957
0.044607,0.166916,-0.579437,14,11,4,23,0.281509,0.270715,0.269311,0.178465
0.056284,0.076034,-0.567236,4,23,11,10,0.369238,0.341399,0.228444,0.060919
-0.000000,0.334046,-1.007988,5,4,16,9,0.467661,0.449758,0.041290,0.041290
0.061158,0.215402,-1.022071,4,9,16,5,0.488761,0.349980,0.090045,0.071213
0.039739,0.353647,-1.000697,5,4,9,0,0.474139,0.446405,0.079456,0.000000
-0.000000,0.081593,-1.026670,23,4,16,9,0.537406,0.218652,0.121971,0.121971
0.061158,0.215402,-1.022071,4,9,16,5,0.488761,0.349980,0.090045,0.071213
-0.000000,0.219358,-1.023191,4,9,16,5,0.474620,0.228402,0.228402,0.068576
0.000000,-0.188638,-1.034330,24,57,64,23,0.912006,0.041730,0.041730,0.004535
0.053044,-0.298513,-1.049552,24,25,57,64,0.609270,0.187385,0.151403,0.051942
0.054449,-0.188666,-1.034330,24,57,64,23,0.919762,0.072681,0.006970,0.000587
0.000000,0.515230,-0.523061,4,18,11,21,0.417153,0.248484,0.248484,0.085879
0.022452,0.321449,-0.516976,4,11,14,18,0.325729,0.302827,0.283996,0.087448
0.000000,0.321449,-0.516976,4,18,11,17,0.338963,0.297371,0.297371,0.066294
0.000000,-0.232920,-0.521332,4,24,25,23,0.318834,0.308700,0.272938,0.099527
0.052451,-0.383752,-0.521237,24,25,59,58,0.474283,0.325882,0.162554,0.037282
-0.000000,-0.396206,-0.521108,24,25,59,66,0.515094,0.354627,0.065139,0.065139
0.030415,-0.776802,-1.512381,49,51,27,28,0.689303,0.144701,0.106362,0.059633
0.086119,-0.892446,-1.502257,28,49,51,27,0.572701,0.321950,0.069484,0.035865
0.112637,-0.776802,-1.503595,49,27,28,0,0.865672,0.115896,0.018432,0.000000
0.052329,-0.394843,-1.076203,57,25,24,64,0.429602,0.381988,0.110121,0.078290
0.108082,-0.455708,-1.098372,57,25,26,27,0.544911,0.297638,0.135320,0.022130
0.106330,-0.394842,-1.072894,57,25,24,64,0.533421,0.363520,0.088343,0.014716
0.000000,0.544820,-0.719035,4,22,15,5,0.596840,0.160143,0.160143,0.082873
0.083836,0.536970,-0.592829,4,15,11,14,0.478514,0.214421,0.183413,0.123653
0.000000,0.546983,-0.592612,4,22,15,18,0.543567,0.155696,0.155696,0.145042
-0.000000,-0.054348,-1.028485,23,24,4,27,0.701846,0.296765,0.001381,0.000008
0.054449,-0.188666,-1.034330,24,57,64,23,0.919762,0.072681,0.006970,0.000587
0.057176,-0.054524,-1.028485,23,24,9,4,0.698199,0.295359,0.006306,0.000136
-0.000000,-0.776802,-1.512381,49,51,27,28,0.399897,0.399897,0.124313,0.075892
0.030285,-0.894068,-1.518360,28,49,51,27,0.622891,0.227013,0.122599,0.027497
0.030415,-0.776802,-1.512381,49,51,27,28,0.689303,0.144701,0.106362,0.059633
-0.000000,-0.626733,-1.410825,28,27,49,51,0.399227,0.374053,0.113360,0.113360
0.030415,-0.776802,-1.512381,49,51,27,28,0.689303,0.144701,0.106362,0.059633
0.046209,-0.626733,-1.410825,28,27,49,51,0.373078,0.336660,0.232094,0.058168
0.000000,-0.878203,-1.140997,28,26,27,30,0.439800,0.238175,0.218595,0.103429
0.041358,-0.837878,-1.072482,27,26,28,63,0.555367,0.282876,0.106031,0.055726
0.042668,-0.876573,-1.142067,28,26,27,30,0.462642,0.231834,0.212811,0.092714
0.055077,-0.779462,-1.615348,50,49,27,0,0.893392,0.076786,0.029822,0.000000
0.104288,-0.732491,-1.575991,49,50,27,0,0.843452,0.096361,0.060188,0.000000
0.060335,-0.727211,-1.569641,49,50,27,28,0.667011,0.259803,0.063800,0.009386
0.102978,-0.779078,-1.564161,49,27,50,0,0.889993,0.062365,0.047641,0.000000
0.055077,-0.779462,-1.615348,50,49,27,0,0.893392,0.076786,0.029822,0.000000
0.042746,-0.778132,-1.563864,49,50,27,0,0.863190,0.074895,0.061915,0.000000
0.108463,-0.682125,-1.495560,49,27,28,0,0.765580,0.142294,0.092125,0.000000
0.060335,-0.727211,-1.569641,49,50,27,28,0.667011,0.259803,0.063800,0.009386
0.104288,-0.732491,-1.575991,49,50,27,0,0.843452,0.096361,0.060188,0.000000
